Text,language
Everybody has simply ignored the statement of that BJP leader who on NDTV admitted to going to the Kumbh Mela despite knowing he was COVID-19 positive. Remember how the Tabligis are treated?,en
@RGVzoomin Where as covid 19 cases Kumbh mela in uttarakhand. Varma zoomin let's out  https://t.co/MxAKORDYLT,en
"@PJkanojia #UTTARAKHAND govt restricted gatherings at religious, social and political events to 200 ppl but exempted Kumbh Mela from it. The exemption was given despite more than 1,700 people testing positive for Covid-19 in Kumbh Mela area between April 1 &amp; April 15.  Why exempted?",en
Covid-19: 2nd largest akhada exits Kumbh Mela after Nirwani head  https://t.co/V6228kkvl3,in
"COVID-19 pandemic is there we understand but when kumbh mela organized corona kha gayab ho jata h? When political rallies organized Corona kha gayab ho jata h? In India daily people die with heart attacks, road accidents,  natural death &amp; many more where is the data???",en
"Covid 19 at Maha Kumbh Mela: Top seer dies, Niranjani Akhada announces exit—Highlights | India News - Times of India  https://t.co/CmrIJaTKpW",en
Head of Maha Nirvani Akhara dies after testing positive for Covid 19 in Kumbh Mela.   Maybe in time you’ll understand only god can save us.  #wakeup #secondwave  https://t.co/vI08bBiKVi,en
"Covid-19: 2nd largest akhada exits Kumbh Mela after Nirwani head.  Self realization of akhada that Kumbh Mela can’t stop Covid .  The devotees and seers are spreading Covid , they should have acted with social responsibility.     https://t.co/2ddWMtqrdc",en
The Haridwar Kumbh Mela is being held at a time when India is battered by the second wave of Covid-19 And tablig jamath was held wen India had less than 600 cases..But it was a act of terrorism as per indian media  #KumbhCorona,en
"@Janaki_Sr @pratsd Covid-19 at Maha Kumbh Mela: Top seer dies, Niranjani Akhada announces exit—Highlights   https://t.co/CYl1x38GR6 Download the TOI app now:  https://t.co/oosqi20K8t",en
"#StopSuperSpreaderEvents | Kumbh Mela: After over 1700 people tested positive for Covid-19 (in random testing b/w April 10-14), Niranjani Akhada, one of the 13 Akhadas participating, decides to opt-out of the event from tomorrow.  Listen in.  Mohit Bhatt with news analysis  https://t.co/L3aXX7SPwg",en
Covid-19: 2nd largest akhada exits Kumbh Mela after Nirwani head  https://t.co/0Ipxvidtmf,in
"Covid 19 at Maha Kumbh Mela: Top seer dies, Niranjani Akhada announces exit—Highlights | India News  https://t.co/fDMmC48QDS",in
Covid-19: 2nd largest akhada exits Kumbh Mela after Nirwani head dies    https://t.co/ddWdwyJGso Download the TOI app now:  https://t.co/Kqp00FoEVR,en
The Haridwar Kumbh Mela is being held at a time when India is battered by the second wave of Covid-19 And tablig jamath was held wen India had less than 600 cases..But it was a act of terrorism as per indian media  #KumbhCorona  https://t.co/J8XTTizzWa #ModiGovtSeNaHoPayega,en
"Coronavirus | Over 1,700 test positive for COVID-19 in Kumbh Mela over 5-day period  https://t.co/qTqilkScPk",en
More than 1700 positive cases recorded till yesterday at Kumbh Mela.  Uttarakhand seeing a spike in Covid-19 cases and to the surprise the @GovtofUK has been conducting offline exams under Uttarakhand Technical University. #StudentsLivesMatters #uttarakhand #TirathSinghRawat,en
"I feel so sad n helpless whn I c indifferent attitude of Indians &amp; Indian govt towards Covid-19. More than 2 lakh cases per day, all hospitals full and we r still celebrating Kumbh mela n participating in election rallies. Seriously ! Is thr any common sense left in us at all ?🤷‍♂️  https://t.co/GZ432cIbsF",en
Covid-19: 2nd largest akhada exits Kumbh Mela after Nirwani head  https://t.co/3oDZx05WvQ via @timesofindia,in
Kumbh Mela 2021: 30 Sadhus Test COVID-19 Positive in Haridwar  https://t.co/kpcRH3pHRh #KumbhMela2021 #Sadhus #COVID19 #Haridwar,in
"Here are few updates on Kumbh Mela as more than 2,000 pilgrims tested positive for Covid-19 at the gathering in Haridwar.  #KumbhMela #COVID19 #COVIDSecondWave  https://t.co/sDHY72QoGB",en
What can you do when all your hard work all your preparations go into vain?  I am welcoming with the decision of cancellation of boards on medical grounds however I guess covid-19 doesn't spread when elections or kumbh mela takes place right @EduMinOfIndia ?,en
"Our health are system n healthcare workers are overburdened , plz stop holding up rallies,cancel kumbh mela,politicians of this country are selfish, atleast the citizens can be of help, plz abandon all covid 19 flouting activities @PMOIndia @narendramodi @drharshvardhan",en
"Covid-19 at Maha Kumbh Mela: Top seer dies, Niranjani Akhada announces exit—Highlights | India News – Times of India  https://t.co/vMHyoSKuzx",en
"Covid-19 at Maha Kumbh Mela: Top seer dies, Niranjani Akhada announces exit—Highlights | India News  https://t.co/LRMk9h4UlQ",in
"Covid-19 at Maha Kumbh Mela: Top seer dies, Niranjani Akhada announces exit—Highlights | India News – Times of India  https://t.co/l7pQKAdUz4",en
"Covid-19 at Maha Kumbh Mela: Top seer dies, Niranjani Akhada announces exit—Highlights | India News – Times of India  https://t.co/1YjmQfedqo",en
Covid-19: 2nd largest akhada exits Kumbh Mela after Nirwani head  #KumbMela &amp; #Election have become super spreader event.  No doubt in it. We do not have enhanced healthcare system.    https://t.co/WIfaTp5sKj Download the TOI app now:  https://t.co/9F8Lth439j,en
"India is the 2nd worst hit country for Covid-19 of the world. Soon it will be at the top with huge margin, unless we stop Kumbh Mela or any Religious gathering as well as all the political rallies needs to be stopped. #ElectionCommissionOfIndia @narendramodi  #supremecourtofindia",en
"Covid-19 at Maha Kumbh Mela: Top seer dies, Niranjani Akhada announces exit—Highlights  https://t.co/UABITD9xfI",in
"Covid-19: 2nd largest akhada exits Kumbh Mela after Nirwani head ⁦@PMOIndia⁩ any1 accountable for permitting this?? Isn’t human life not bit more relevant than other things, when masses involved? Does livelihood matter?  https://t.co/MHEXa3ZYEu",en
Madhya Pradesh CM shri shivraj singh chouhan sahb makes COVID-19 test mandatory for pilgrims returning from Kumbh Mela #chouhanshivraj #Indore #MadhyaPradesh,en
Covid-19: 2nd largest akhada exits Kumbh Mela after Nirwani head.  https://t.co/J2oCwluvpL,in
@ChawlaReyansh @rosharma08 @sonaliranade @tjoseph0010 ... And in some other  news | Maharashtra tops the list of states with Covid 19 cases because of Elections &amp; Kumbh mela 😎,en
"@drharshvardhan Sir, situation is reached to worst. Govt. should take strict action to tackle the conditions of Covid-19. Few things; Election, Kumbh Mela and Kissan aandolan can be avoided in interest of public. Frontline warriors are going affected too after taking vaccination.",en
Covid-19: 2nd largest akhada exits Kumbh Mela after Nirwani head  https://t.co/UBLRI3uTzF via @TOICitiesNews All are the same in Nature. No special status to men of God.,en
"@satishacharya Covid 19 in India.. a Big conspiracy of NDA government to expand the  pandemic for more &amp; more is proved &amp; exposed??Only to make super Rich The Adani &amp; Ambani Group by non banned the ""KUMBH MELA ""??",en
Karan Wahi receives death threats over his post on Naga Babas in Kumbh Mela amid COVID-19 crisis  https://t.co/ppUMFMNLhZ,en
"Kumbh Mela, Baisakhi, Ugadi And Ramzan Are Causing Mass Gatherings As India Sees New COVID-19 Peaks.  https://t.co/DqiK7CMwSS",en
Niranjani Akhara exits Kumbh Mela amid rising Covid-19 cases – The Economic Times Video  https://t.co/dGUDzaWtJ6,in
"Over 1,700 test positive for Covid-19 in Kumbh Mela over five-day period  https://t.co/9NfnMiKx8H via @IndianExpress",en
Kumbh Mela 2021: Niranjani Akhada announces end of Maha Kumbh after many saints test positive for COVID-19  https://t.co/n9OtkcBk16,en
"Maha Nirvani Akhara, who attended Kumbh Mela dies of COVID-19 in Dehradun  https://t.co/8n9KSXAAnP",in
A new Bagvan surfaced at Haridvar in Kumbh Mela for Hindus instead of having any amrita as more than 2100 fresh covid 19 pandemic case were reported. Jai hu corona mahraj!What a foolish gathering giving trouble to humanity is Kumb Mela!Horrifying indeed.  https://t.co/5FcijcO7QT,en
Kumbh Mela has concluded for us; many seers showing COVID-19 symptoms: Niranjani Akhara secretary  https://t.co/RzdH1Swoqu,en
കോവിഡ്​ പിടിമുറുക്കുന്നു; കുംഭമേളയിൽ നിന്ന്​ പിന്മാറി രണ്ട്​ സന്യാസി സമൂഹങ്ങൾ | Many seers showing Covid-19 symptoms: Two of 13 akhadas opt out of Kumbh Mela | Madhyamam  https://t.co/vR7H29s3Ud via @madhyamam,und
Covid-19: 2nd largest akhada exits Kumbh Mela after Nirwani head dies.     https://t.co/YL9pX1crIQ,en
"Coronavirus | Over 1,700 test positive for COVID-19 in Kumbh Mela over 5-day period - The Hindu Who saw that coming? #KumbhMela #KumbhCorona  https://t.co/uUu4Vx0clX",en
@ReadEmbed Covid-19: 2nd largest akhada exits Kumbh Mela after Nirwani head   https://t.co/qVTRKFwz8t Download the TOI app now:  https://t.co/XyMEUmz6oy,en
Uttrakhand boards aren't going to cancel guys so study  They're okay the fact that kumbh mela is causing the spread of covid-19 so why they will care abt you guys.. #Uttarakhand,en
Covid-19: 2nd largest akhada exits Kumbh Mela after Nirwani head | Dehradun News - Times of India @shivaniazadTOI @Mustafa_India  https://t.co/iVbRoLZ3iF,en
Will the media call the Kumbh Mela as another Super Spreader of COVID-19 ?  https://t.co/s10FZxe3IO,en
Kumbh Mela 2021: 30 Sadhus Test Positive For COVID-19 in Haridwar So Far #KumbhMela2021 #Haridwar #Uttarakhand #COVID19 #Coronavirus   https://t.co/oKJtHKP7a6,en
"கும்பமேளாவில் ஷாக்- நிர்வாண சாதுக்கள் தலைவர் கொரோனாவுக்கு பலி- ஒரே நாளில் 2,220 பேருக்கு பாதிப்பு! | 2,220 test positive for Covid-19 at Kumbh Mela in 24 hours; Nirwani akhada head dies  https://t.co/WEEo2NBcUx",und
The participants at Kumbh Mela had to test covid-19 negative to participate.   Stop comparing Tablighi &amp; farmer's Protest with the Kumbh.,en
"#WebQoof | An image of sadhus wearing loincloths at the Kumbh Mela has been massively shared to take a dig at the lack of COVID-19 guidelines at the ongoing festival in Uttarakhand, amid a surge in cases. However, it's an old image.   https://t.co/v64MUN3lPv",en
"“turns into”?  Kumbh mela decided on its own to turn into a super spreader.   No one could have stopped it, right?  Kumbh mela COVID cases | Kumbh Mela turns into 'super spreader' event; 1,701 people test COVID-19 positive between April 10-14 | India News  https://t.co/fWrHN1yywK",en
Niranjani Akhara exits Kumbh Mela amid rising Covid-19 cases – The Economic Times Video  https://t.co/3sn5Mcs3dA,in
"@ANI It may be a wrong report. Check once again. @TIRATHSRAWAT was telling Maa Ganga will protect from Corona &amp; Kumbh Mela is an outdoor activity, so Covid-19 won't hurt!",en
Many seers showing Covid-19 symptoms: Two of 13 akhadas opt out of Kumbh Mela  https://t.co/67eQGYaVcE,en
@Sukhdee96603363 @AmitShah @narendramodi  Sir there are two events of india that are highly free from 2nd stage of COVID- 19. 1) POLITICAL ELECTION CAMPAIGN RALLY. 2)  HINDU BASED KUMBH MELA SO KINDLY IMPOSES BOTH ABOVE RULED ENTIRE REPUBLIC OF INDIA. REST EVENTS ARE RESPONSIBLE FOR INCREASING CORONA.,en
"Kumbh Mela 2021: Swami Kapil Devdas, Head of Maha Nirvani Akhara, Suffering From COVID-19 Dies in Uttarakhand  #KumbhMela2021 #SwamiKapilDevdas #MahanirvaniAkhara #Haridwar #Dehradun   https://t.co/cLlJP3gZ4j",in
"Haridwar: 2,167 positive COVID-19 cases in last five days; Kumbh Mela to continue    https://t.co/Kohzyzi5xH",en
Concern is that people attending the Kumbh Mela come from different parts of the country.  Experts fear non-observance of Covid-19 protocol may result in the infection spreading to several states  #KumbhCorona,en
The Haridwar Kumbh Mela is being held at a time when India is battered by the second wave of Covid-19 And tablig jamath was held wen India had less than 600 cases..But it was a act of terrorism as per indian media  #KumbhCorona,en
"Haridwar Kumbh Mela: Over 1,700 test positive for COVID-19 in 5 days, authorities say number likely to rise  https://t.co/l0sTssQsUz",en
"Les fidèles hindous se rassemblent pour faire un plongeon sacré dans le Gange pendant Shahi Snan au «Kumbh Mela», ou le Pitcher Festival, au milieu de la propagation de la COVID-19 , à Haridwar, Inde, le 14 avril 2021. REUTERS / Anushree Fadnavis  On n'est pas sorti de l'auberge.  https://t.co/iHFhpcx9m1",fr
People are commenting on Kumbh mela being held in the middle of the Pandemic But ignore that farmers are protesting without following the Covid-19 norms🤡  #KumbhMela  #CoronaPandemic  #Hypocrisy,en
COVID-19 wasn’t our fault. But taking risk with COVID-19 is our fault. Playing the blamegame like passing the parcel btwn political parties is our fault.Counting scores between Tablighi Jamaat in 2020 vs Kumbh Mela in 2021 is our fault.Debating on Vaccines is our fault. #COVID19,en
"‘Religion will not save India, science will’: Doctor’s view on holding Kumbh Mela despite Covid-19  https://t.co/3Op06rEIh7 via @scroll_in",en
"Coronavirus | Over 1,700 test positive for COVID-19 in Kumbh Mela over 5-day period - The Hindu   https://t.co/YmEUeOc6We",en
"‘Religion will not save India, science will’: Doctor’s view on holding Kumbh Mela despite Covid-19  https://t.co/W6rvdYEtTn via @scroll_in",en
"Coronavirus | Over 1,700 test positive for COVID-19 in Kumbh Mela over 5-day period - The Hindu  https://t.co/YjHLKGw6a7",en
"Latest: In view of the deteriorating situation due to COVID-19, Kumbh Mela has concluded for us. Main shahi snan is over &amp; many from our Akhara are showing symptoms of coronavirus. - Ravindra Puri, Secretary of Niranjani Akhara --Good decision, should be followed by all Akharas🙏",en
"@narendramodi @CMOfficeUP this could have been avoided. 🙏  @Mahesh10816  The Hindu: Coronavirus | Over 1,700 test positive for COVID-19 in Kumbh Mela over 5-day period.  https://t.co/7teTwF1HVY  via @GoogleNews",en
"Wow!!! The fastest spreaders of the #Coronavirus | Over 1,700 test positive for COVID-19 in Kumbh Mela over 5-day period  https://t.co/Z7kLu0pEPR",en
#INDIA DOUBLE STANDARDS COVID-19 PROTOCOLS  TABLIGHI JAMAT KUMBH MELA   https://t.co/mXwffziGUM  #TabligiJamat #KumbhMela #EpidemicDiseasesAct #Muslims #Modi #Dystopia #IndianDiaspora #doublestandards #StStephensCollege #Pluralism  https://t.co/cmukaarDTO,en
Kumbh Mela has concluded for us; many seers showing COVID-19 symptoms: Niranjani Akhara secretary.   https://t.co/TDtqPBXyjK,en
Very very sad news! And 65 more Seers found positive. It could have been avoided! I said so earlier and saying again. Kumbh mela should not have been done.   Covid-19: 2nd largest akhada exits Kumbh after Nirwani head dies   https://t.co/oLB7wfGD6D,en
"1,700 test Covid-19 positive in Kumbh Mela over 5-day period | Deccan Herald -  https://t.co/uWTYEALuXI",en
A wise decision by Karnataka. Nepal government should conduct Covid-19 test at arrival and make them self-isolated for 2 weeks.  Karnataka government asks Kumbh Mela returnees to self-isolate and undergo Covid-19 test | Deccan Herald -  https://t.co/hKygYY5jaR,en
"The alarming surge in Covid-19 cases in India can be blamed largely on Prime Minister Narendra Modi and Home Minister Amit Shah, and their reckless messaging through overcrowded, unmasked election rallies as well as the Kumbh Mela  #CoronavirusIndia    https://t.co/vCHgzQe8TG",en
"2,167 positive COVID-19 cases in Haridwar in last five days; Kumbh Mela to continue  https://t.co/NbuwDq0c26",en
The Indian government’s silence over Kumbh Mela crowds during Covid-19 exposes its bias  https://t.co/pRXnwrzT9Z,en
"2,167 positive COVID-19 cases in Haridwar in last five days; Kumbh Mela to continue  https://t.co/vP9BuYYr7P",en
